[17-Oct-2014 23:11:45 America/New_York] PHP Parse error:  syntax error, unexpected 'f4b7f82db3e9bd1' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[10-Nov-2014 22:27:52 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[10-Nov-2014 22:27:52 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[10-Nov-2014 22:27:52 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[10-Nov-2014 22:27:52 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[10-Nov-2014 22:27:52 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[10-Nov-2014 22:27:52 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[11-Nov-2014 05:58:47 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[11-Nov-2014 05:58:47 America/New_York] PHP Stack trace:
[11-Nov-2014 05:58:47 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[11-Nov-2014 05:58:48 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[11-Nov-2014 05:58:48 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[11-Nov-2014 05:58:48 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[11-Nov-2014 05:58:48 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[11-Nov-2014 05:58:48 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[11-Nov-2014 05:58:48 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[11-Nov-2014 05:58:48 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[11-Nov-2014 05:58:48 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[11-Nov-2014 05:58:48 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[15-Nov-2014 09:16:44 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[15-Nov-2014 09:16:45 America/New_York] PHP Stack trace:
[15-Nov-2014 09:16:45 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[15-Nov-2014 09:16:45 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[15-Nov-2014 09:16:45 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[15-Nov-2014 09:16:45 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[15-Nov-2014 09:16:45 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[15-Nov-2014 09:16:45 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[15-Nov-2014 09:16:45 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[15-Nov-2014 09:16:45 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[15-Nov-2014 09:16:45 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[15-Nov-2014 09:16:45 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[16-Nov-2014 04:33:56 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[16-Nov-2014 04:33:56 America/New_York] PHP Stack trace:
[16-Nov-2014 04:33:57 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[16-Nov-2014 04:33:57 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[16-Nov-2014 04:33:57 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[16-Nov-2014 04:33:57 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[16-Nov-2014 04:33:57 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[16-Nov-2014 04:33:57 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[16-Nov-2014 04:33:57 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[16-Nov-2014 04:33:57 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[16-Nov-2014 04:33:57 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[16-Nov-2014 04:33:57 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[16-Nov-2014 04:33:57 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[16-Nov-2014 04:33:57 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[16-Nov-2014 04:33:57 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[16-Nov-2014 04:33:57 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[16-Nov-2014 04:33:57 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[16-Nov-2014 04:33:57 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[16-Nov-2014 04:33:57 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[16-Nov-2014 04:33:57 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[17-Nov-2014 16:01:36 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[17-Nov-2014 16:01:36 America/New_York] PHP Stack trace:
[17-Nov-2014 16:01:36 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[17-Nov-2014 16:01:36 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[17-Nov-2014 16:01:36 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[17-Nov-2014 16:01:36 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[17-Nov-2014 16:01:36 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[17-Nov-2014 16:01:36 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[17-Nov-2014 16:01:36 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[17-Nov-2014 16:01:36 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[17-Nov-2014 16:01:36 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[17-Nov-2014 16:01:36 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[17-Nov-2014 16:01:36 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[17-Nov-2014 16:01:36 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[17-Nov-2014 16:01:36 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[17-Nov-2014 16:01:36 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[17-Nov-2014 16:01:36 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[17-Nov-2014 16:01:36 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[17-Nov-2014 16:01:36 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[17-Nov-2014 16:01:36 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[20-Nov-2014 03:04:48 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[20-Nov-2014 03:04:49 America/New_York] PHP Stack trace:
[20-Nov-2014 03:04:53 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[20-Nov-2014 03:04:53 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[20-Nov-2014 03:04:53 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[20-Nov-2014 03:04:53 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[20-Nov-2014 03:04:53 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[20-Nov-2014 03:04:53 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[20-Nov-2014 03:04:53 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[20-Nov-2014 03:04:53 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[20-Nov-2014 03:04:53 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[20-Nov-2014 03:04:53 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[20-Nov-2014 03:04:53 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[20-Nov-2014 03:04:53 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[20-Nov-2014 03:04:53 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[20-Nov-2014 03:04:53 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[20-Nov-2014 03:04:53 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[20-Nov-2014 03:04:53 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[20-Nov-2014 03:04:53 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[20-Nov-2014 03:04:53 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[20-Nov-2014 03:04:53 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[20-Nov-2014 03:04:53 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[20-Nov-2014 12:39:41 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[20-Nov-2014 12:39:41 America/New_York] PHP Stack trace:
[20-Nov-2014 12:39:41 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[20-Nov-2014 12:39:41 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[20-Nov-2014 12:39:41 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[20-Nov-2014 12:39:41 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[20-Nov-2014 12:39:41 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[20-Nov-2014 12:39:41 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[20-Nov-2014 12:39:41 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[20-Nov-2014 12:39:41 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[20-Nov-2014 12:39:41 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[20-Nov-2014 12:39:41 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[20-Nov-2014 19:22:09 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[20-Nov-2014 19:22:09 America/New_York] PHP Stack trace:
[20-Nov-2014 19:22:09 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[20-Nov-2014 19:22:09 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[20-Nov-2014 19:22:09 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[20-Nov-2014 19:22:09 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[20-Nov-2014 19:22:09 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[20-Nov-2014 19:22:09 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[20-Nov-2014 19:22:09 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[20-Nov-2014 19:22:09 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[20-Nov-2014 19:22:09 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[20-Nov-2014 19:22:09 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[21-Nov-2014 06:42:59 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[21-Nov-2014 06:42:59 America/New_York] PHP Stack trace:
[21-Nov-2014 06:42:59 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[21-Nov-2014 06:42:59 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[21-Nov-2014 06:42:59 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[21-Nov-2014 06:42:59 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[21-Nov-2014 06:42:59 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[21-Nov-2014 06:42:59 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[21-Nov-2014 06:42:59 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[21-Nov-2014 06:42:59 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[21-Nov-2014 06:42:59 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[21-Nov-2014 06:42:59 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[21-Nov-2014 13:26:36 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[21-Nov-2014 13:26:36 America/New_York] PHP Stack trace:
[21-Nov-2014 13:26:36 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[21-Nov-2014 13:26:36 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[21-Nov-2014 13:26:36 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[21-Nov-2014 13:26:36 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[21-Nov-2014 13:26:36 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[21-Nov-2014 13:26:36 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[21-Nov-2014 13:26:36 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[21-Nov-2014 13:26:36 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[21-Nov-2014 13:26:36 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[21-Nov-2014 13:26:36 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[21-Nov-2014 13:26:36 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[21-Nov-2014 13:26:36 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[21-Nov-2014 13:26:36 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[21-Nov-2014 13:26:36 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[21-Nov-2014 13:26:36 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[21-Nov-2014 13:26:36 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[21-Nov-2014 13:26:36 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[21-Nov-2014 13:26:36 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[21-Nov-2014 13:26:36 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[21-Nov-2014 13:26:36 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[24-Nov-2014 03:15:09 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[24-Nov-2014 03:15:10 America/New_York] PHP Stack trace:
[24-Nov-2014 03:15:10 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[24-Nov-2014 03:15:10 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[24-Nov-2014 03:15:10 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[24-Nov-2014 03:15:10 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[24-Nov-2014 03:15:10 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[24-Nov-2014 03:15:10 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[24-Nov-2014 03:15:10 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[24-Nov-2014 03:15:10 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[24-Nov-2014 03:15:10 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[24-Nov-2014 03:15:10 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[24-Nov-2014 03:15:10 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[24-Nov-2014 03:15:10 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[24-Nov-2014 03:15:10 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[24-Nov-2014 03:15:10 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[24-Nov-2014 03:15:10 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[24-Nov-2014 03:15:10 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[24-Nov-2014 03:15:10 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[24-Nov-2014 03:15:10 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[24-Nov-2014 03:15:10 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[24-Nov-2014 03:15:10 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[25-Nov-2014 09:15:14 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[25-Nov-2014 09:15:14 America/New_York] PHP Stack trace:
[25-Nov-2014 09:15:14 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[25-Nov-2014 09:15:14 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[25-Nov-2014 09:15:14 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[25-Nov-2014 09:15:14 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[25-Nov-2014 09:15:14 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[25-Nov-2014 09:15:14 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[25-Nov-2014 09:15:14 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[25-Nov-2014 09:15:14 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[25-Nov-2014 09:15:14 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[25-Nov-2014 09:15:14 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[25-Nov-2014 09:15:14 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[25-Nov-2014 09:15:14 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[25-Nov-2014 09:15:14 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[25-Nov-2014 09:15:14 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[25-Nov-2014 09:15:14 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[25-Nov-2014 09:15:14 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[25-Nov-2014 09:15:14 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[25-Nov-2014 09:15:14 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[26-Nov-2014 00:06:51 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[26-Nov-2014 00:06:52 America/New_York] PHP Stack trace:
[26-Nov-2014 00:06:52 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[26-Nov-2014 00:06:52 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[26-Nov-2014 00:06:52 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[26-Nov-2014 00:06:52 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[26-Nov-2014 00:06:52 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[26-Nov-2014 00:06:52 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[26-Nov-2014 00:06:52 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[26-Nov-2014 00:06:52 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[26-Nov-2014 00:06:52 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[26-Nov-2014 00:06:52 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[28-Nov-2014 09:20:19 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[28-Nov-2014 09:20:19 America/New_York] PHP Stack trace:
[28-Nov-2014 09:20:19 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[28-Nov-2014 09:20:19 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[28-Nov-2014 09:20:19 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[28-Nov-2014 09:20:19 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[28-Nov-2014 09:20:19 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[28-Nov-2014 09:20:19 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[28-Nov-2014 09:20:19 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[28-Nov-2014 09:20:19 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[28-Nov-2014 09:20:19 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[28-Nov-2014 09:20:19 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[28-Nov-2014 09:20:19 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[28-Nov-2014 09:20:19 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[28-Nov-2014 09:20:19 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[28-Nov-2014 09:20:19 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[28-Nov-2014 09:20:19 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[28-Nov-2014 09:20:19 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[28-Nov-2014 09:20:19 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[28-Nov-2014 09:20:19 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Nov-2014 12:46:09 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Nov-2014 12:46:09 America/New_York] PHP Stack trace:
[29-Nov-2014 12:46:09 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Nov-2014 12:46:09 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[29-Nov-2014 12:46:09 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[29-Nov-2014 12:46:09 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[29-Nov-2014 12:46:09 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[29-Nov-2014 12:46:09 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[29-Nov-2014 12:46:09 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[29-Nov-2014 12:46:09 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[29-Nov-2014 12:46:09 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
